0.00000000e+00 3.94789061e-17 3.86828917e-04 2.62726869e-01
1.00000000e+00 3.94789061e-17 3.86828917e-04 2.62726869e-01
2.00000000e+00 3.94789061e-17 3.86828917e-04 2.62726869e-01
3.00000000e+00 3.94789061e-17 3.86828917e-04 2.62726869e-01
4.00000000e+00 3.94789061e-17 3.86828917e-04 2.62726869e-01
5.00000000e+00 3.94789061e-17 3.86828917e-04 2.62726869e-01
6.00000000e+00 3.94789061e-17 3.86828917e-04 2.62726869e-01
7.00000000e+00 3.94789061e-17 3.86828917e-04 2.62726869e-01
8.00000000e+00 3.94789061e-17 3.86828917e-04 2.62726869e-01
9.00000000e+00 3.94789061e-17 3.86828917e-04 2.62726869e-01
1.00000000e+01 3.94789061e-17 3.86828917e-04 2.62726869e-01
1.10000000e+01 3.94789061e-17 3.86828917e-04 2.62726869e-01
1.20000000e+01 3.94789061e-17 3.86828917e-04 2.62726869e-01
1.30000000e+01 3.94789061e-17 3.86828917e-04 2.62726869e-01
1.40000000e+01 3.94789061e-17 3.86828917e-04 2.62726869e-01
1.50000000e+01 3.94789061e-17 3.86828917e-04 2.62726869e-01
1.60000000e+01 3.94789061e-17 3.86828917e-04 2.62726869e-01
1.70000000e+01 3.94789061e-17 3.86828917e-04 2.62726869e-01
1.80000000e+01 3.94789061e-17 3.86828917e-04 2.62726869e-01
1.90000000e+01 3.94789061e-17 3.86828917e-04 2.62726869e-01
2.00000000e+01 3.94789061e-17 3.86828917e-04 2.62726869e-01
2.10000000e+01 3.91344149e-17 3.86828917e-04 2.62726869e-01
2.20000000e+01 3.87899236e-17 3.86828917e-04 2.62726869e-01
2.30000000e+01 3.84454324e-17 3.86828916e-04 2.62726869e-01
2.40000000e+01 3.81009411e-17 3.86828916e-04 2.62726869e-01
2.50000000e+01 3.77564499e-17 3.86828916e-04 2.62726869e-01
2.60000000e+01 3.74119586e-17 3.86828916e-04 2.62726869e-01
2.70000000e+01 3.70674673e-17 3.86828915e-04 2.62726869e-01
2.80000000e+01 3.67229761e-17 3.86828915e-04 2.62726869e-01
2.90000000e+01 3.63784848e-17 3.86828915e-04 2.62726869e-01
3.00000000e+01 3.60339936e-17 3.86828915e-04 2.62726869e-01
3.10000000e+01 3.56895023e-17 3.86828915e-04 2.62726869e-01
3.20000000e+01 3.53450111e-17 3.86828914e-04 2.62726869e-01
3.30000000e+01 3.50005198e-17 3.86828914e-04 2.62726869e-01
3.40000000e+01 3.46560285e-17 3.86828914e-04 2.62726869e-01
3.50000000e+01 3.43115373e-17 3.86828914e-04 2.62726869e-01
3.60000000e+01 3.39670460e-17 3.86828914e-04 2.62726869e-01
3.70000000e+01 3.36225548e-17 3.86828913e-04 2.62726869e-01
3.80000000e+01 3.32780635e-17 3.86828913e-04 2.62726869e-01
3.90000000e+01 3.29335723e-17 3.86828913e-04 2.62726869e-01
4.00000000e+01 3.25890810e-17 3.86828913e-04 2.62726869e-01
4.10000000e+01 3.18615553e-17 3.86828913e-04 2.62726869e-01
4.20000000e+01 3.11340295e-17 3.86828912e-04 2.62726869e-01
4.30000000e+01 3.04065038e-17 3.86828912e-04 2.62726869e-01
4.40000000e+01 2.96789781e-17 3.86828912e-04 2.62726869e-01
4.50000000e+01 2.89514524e-17 3.86828912e-04 2.62726869e-01
4.60000000e+01 2.82239266e-17 3.86828912e-04 2.62726869e-01
4.70000000e+01 2.74964009e-17 3.86828912e-04 2.62726869e-01
4.80000000e+01 2.67688752e-17 3.86828911e-04 2.62726869e-01
4.90000000e+01 2.60413494e-17 3.86828911e-04 2.62726869e-01
5.00000000e+01 2.53138237e-17 3.86828911e-04 2.62726869e-01
5.10000000e+01 2.45862980e-17 3.86828911e-04 2.62726869e-01
5.20000000e+01 2.38587723e-17 3.86828911e-04 2.62726869e-01
5.30000000e+01 2.31312465e-17 3.86828911e-04 2.62726869e-01
5.40000000e+01 2.24037208e-17 3.86828910e-04 2.62726869e-01
5.50000000e+01 2.16761951e-17 3.86828910e-04 2.62726869e-01
5.60000000e+01 2.09486693e-17 3.86828910e-04 2.62726869e-01
5.70000000e+01 2.02211436e-17 3.86828910e-04 2.62726869e-01
5.80000000e+01 1.94936179e-17 3.86828910e-04 2.62726869e-01
5.90000000e+01 1.87660921e-17 3.86828910e-04 2.62726869e-01
6.00000000e+01 1.80385664e-17 3.86828909e-04 2.62726869e-01
6.10000000e+01 1.80911576e-17 3.86828909e-04 2.62726869e-01
6.20000000e+01 1.81437489e-17 3.86828909e-04 2.62726869e-01
6.30000000e+01 1.81963401e-17 3.86828909e-04 2.62726869e-01
6.40000000e+01 1.82489313e-17 3.86828909e-04 2.62726869e-01
6.50000000e+01 1.83015226e-17 3.86828909e-04 2.62726869e-01
6.60000000e+01 1.83541138e-17 3.86828909e-04 2.62726869e-01
6.70000000e+01 1.84067050e-17 3.86828908e-04 2.62726869e-01
6.80000000e+01 1.84592962e-17 3.86828908e-04 2.62726869e-01
6.90000000e+01 1.85118875e-17 3.86828908e-04 2.62726869e-01
7.00000000e+01 1.85644787e-17 3.86828908e-04 2.62726869e-01
7.10000000e+01 1.86170699e-17 3.86828908e-04 2.62726869e-01
7.20000000e+01 1.86696611e-17 3.86828908e-04 2.62726869e-01
7.30000000e+01 1.87222524e-17 3.86828908e-04 2.62726869e-01
7.40000000e+01 1.87748436e-17 3.86828908e-04 2.62726869e-01
7.50000000e+01 1.88274348e-17 3.86828907e-04 2.62726869e-01
7.60000000e+01 1.88800261e-17 3.86828907e-04 2.62726869e-01
7.70000000e+01 1.89326173e-17 3.86828907e-04 2.62726869e-01
7.80000000e+01 1.89852085e-17 3.86828907e-04 2.62726869e-01
7.90000000e+01 1.90377997e-17 3.86828907e-04 2.62726869e-01
8.00000000e+01 1.90903910e-17 3.86828907e-04 2.62726869e-01
8.10000000e+01 1.88653772e-17 3.86828907e-04 2.62726869e-01
8.20000000e+01 1.86403634e-17 3.86828907e-04 2.62726869e-01
